RNWDB 1.000000
CYKF 32 43.455518100 -80.379490400 43.462502700 -80.391630900 0
CYLW 16 49.969410500 -119.379583600 49.945020000 -119.376255200 371
CYLW 34 49.945020000 -119.376255200 49.969410500 -119.379583600 124
CYMJ 03 50.326383900 -105.558829500 50.333331300 -105.548898000 0
CYMJ 21 50.333331300 -105.548898000 50.326383900 -105.558829500 0
CYMJ 11R 50.332259200 -105.574542100 50.322648400 -105.547159600 0
CYMJ 29L 50.322648400 -105.547159600 50.332259200 -105.574542100 0
CYMJ 11L 50.338097500 -105.575050500 50.326934200 -105.543344700 0
CYMJ 29R 50.326934200 -105.543344700 50.338097500 -105.575050500 0
CYMM 08 56.653194600 -111.241979400 56.653198700 -111.204726700 0
CYMM 26 56.653198700 -111.204726700 56.653194600 -111.241979400 152
CYMX 06 45.670394400 -74.021753000 45.693692000 -73.988554400 0
CYMX 24 45.693692000 -73.988554400 45.670394400 -74.021753000 0
CYMX 11 45.670708600 -74.088847600 45.665872700 -74.042367600 0
CYMX 29 45.665872700 -74.042367600 45.670708600 -74.088847600 0
CYOD 13L 54.419169300 -110.304728700 54.391289400 -110.269671600 0
CYOD 31R 54.391289400 -110.269671600 54.419169300 -110.304728700 0
CYOD 04 54.396713600 -110.285809500 54.410125700 -110.254379100 0
CYOD 22 54.410125700 -110.254379100 54.396713600 -110.285809500 0
CYOD 13R 54.416730000 -110.310388000 54.394646400 -110.282674000 0
CYOD 31L 54.394646400 -110.282674000 54.416730000 -110.310388000 0
CYOW 07 45.313302200 -75.671289700 45.325074200 -75.645120700 0
CYOW 25 45.325074200 -75.645120700 45.313302200 -75.671289700 0
CYOW 14 45.327053200 -75.686232700 45.310792200 -75.654842700 0
CYOW 32 45.310792200 -75.654842700 45.327053200 -75.686232700 0
CYOW 04 45.326074200 -75.689425700 45.334253200 -75.683933700 77
CYOW 22 45.334253200 -75.683933700 45.326074200 -75.689425700 0
CYPG 09 49.911236100 -98.278413900 49.911344800 -98.267053800 0
CYPG 27 49.911344800 -98.267053800 49.911236100 -98.278413900 0
CYPG 13L 49.910598200 -98.279823700 49.904572800 -98.270647400 0
CYPG 31R 49.904572800 -98.270647400 49.910598200 -98.279823700 0
CYPG 13R 49.907571100 -98.284246800 49.894375000 -98.263252800 0
CYPG 31L 49.894375000 -98.263252800 49.907571100 -98.284246800 0
CYPG 02 49.903863000 -98.270243000 49.911885500 -98.266036200 0
CYPG 20 49.911885500 -98.266036200 49.903863000 -98.270243000 0
CYPQ 09 44.228212900 -78.376155000 44.232869000 -78.350247000 0
CYPQ 27 44.232869000 -78.350247000 44.228212900 -78.376155000 0
CYPQ 13 44.230648900 -78.359796000 44.228211100 -78.352960500 0
CYPQ 31 44.228211100 -78.352960500 44.230648900 -78.359796000 61
CYQB 06 46.782428600 -71.406300200 46.799981900 -71.381029900 0
CYQB 24 46.799981900 -71.381029900 46.782428600 -71.406300200 0
CYQB 11 46.789073600 -71.402892000 46.786974200 -71.380305100 0
CYQB 29 46.786974200 -71.380305100 46.789073600 -71.402892000 0
CYQF 17 52.196572200 -113.892612500 52.175999800 -113.892612500 0
CYQF 35 52.175999800 -113.892612500 52.196572200 -113.892612500 0
CYQF 12 52.179463300 -113.900432200 52.173392700 -113.888570000 61
CYQF 30 52.173392700 -113.888570000 52.179463300 -113.900432200 0
CYQG 07 42.273326600 -82.970211900 42.284765600 -82.940638500 275
CYQG 25 42.284765600 -82.940638500 42.273326600 -82.970211900 348
CYQG 12 42.273236200 -82.970248300 42.267240300 -82.952950600 174
CYQG 30 42.267240300 -82.952950600 42.273236200 -82.970248300 99
CYQM 11 46.106854100 -64.694481000 46.107810000 -64.662886000 0
CYQM 29 46.107810000 -64.662886000 46.106854100 -64.694481000 0
CYQM 06 46.105980000 -64.694327000 46.126235500 -64.667647100 0
CYQM 24 46.126235500 -64.667647100 46.105980000 -64.694327000 0
CYQQ 12 49.720895200 -124.901615200 49.701404100 -124.871895800 0
CYQQ 30 49.701404100 -124.871895800 49.720895200 -124.901615200 0
CYQQ 18 49.720337400 -124.892978000 49.707695300 -124.900875300 0
CYQQ 36 49.707695300 -124.900875300 49.720337400 -124.892978000 0
CYQR 08 50.429139000 -104.682345200 50.429141900 -104.655790400 0
CYQR 26 50.429141900 -104.655790400 50.429139000 -104.682345200 0
CYQR 13 50.440227000 -104.672387300 50.424164400 -104.649740500 0
CYQR 31 50.424164400 -104.649740500 50.440227000 -104.672387300 0
CYQT 07 48.370134900 -89.333694200 48.376797900 -89.305400400 0
CYQT 25 48.376797900 -89.305400400 48.370134900 -89.333694200 0
CYQT 12 48.374748200 -89.337997500 48.367173300 -89.319409200 0
CYQT 30 48.367173300 -89.319409200 48.374748200 -89.337997500 0
CYQU 12 55.190116600 -118.904563500 55.173692900 -118.875674200 122
CYQU 30 55.173692900 -118.875674200 55.190116600 -118.904563500 0
CYQU 07 55.184427200 -118.899536500 55.184465300 -118.869819100 0
CYQU 25 55.184465300 -118.869819100 55.184427200 -118.899536500 0
CYQX 03 48.920923700 -54.567797300 48.948359200 -54.559869800 0
CYQX 21 48.948359200 -54.559869800 48.920923700 -54.567797300 0
CYQX 13 48.953257300 -54.585732400 48.945745000 -54.550616900 0
CYQX 31 48.945745000 -54.550616900 48.953257300 -54.585732400 0
CYQY 06 46.153892500 -60.060444500 46.167428000 -60.040384000 0
CYQY 24 46.167428000 -60.040384000 46.153892500 -60.060444500 0
CYQY 18 46.169494600 -60.041734600 46.153574400 -60.035760200 0
CYQY 36 46.153574400 -60.035760200 46.169494600 -60.041734600 0
CYRQ 05 46.341052000 -72.689747400 46.362126400 -72.671184900 0
CYRQ 23 46.362126400 -72.671184900 46.341052000 -72.689747400 0
CYSB 04 46.617619100 -80.804964700 46.633420500 -80.791958500 0
CYSB 22 46.633420500 -80.791958500 46.617619100 -80.804964700 0
CYSB 12 46.629154700 -80.807400700 46.625543700 -80.788234600 0
CYSB 30 46.625543700 -80.788234600 46.629154700 -80.807400700 0
CYSJ 05 45.301972100 -65.895178800 45.318912600 -65.880766100 61
CYSJ 23 45.318912600 -65.880766100 45.301972100 -65.895178800 60
CYSJ 14 45.329946300 -65.899544900 45.322728100 -65.882516300 0
CYSJ 32 45.322728100 -65.882516300 45.329946300 -65.899544900 0
CYSU 06 46.431502300 -63.842710500 46.449533600 -63.824262700 9
CYSU 24 46.449533600 -63.824262700 46.431502300 -63.842710500 2
CYSU 11 46.444147000 -63.840005000 46.442981100 -63.818956900 0
CYSU 29 46.442981100 -63.818956900 46.444147000 -63.840005000 0
CYSU 18 46.443333000 -63.841111000 46.429442500 -63.832779100 0
CYSU 36 46.429442500 -63.832779100 46.443333000 -63.841111000 0
CYTR 06 44.110332000 -77.543018000 44.127748000 -77.513505000 0
CYTR 24 44.127748000 -77.513505000 44.110332000 -77.543018000 305
CYUL 06L 45.461054100 -73.764959200 45.483323700 -73.735859300 0
CYUL 24R 45.483323700 -73.735859300 45.461054100 -73.764959200 0
CYUL 06R 45.457664500 -73.741391400 45.477054000 -73.715968300 0
CYUL 24L 45.477054000 -73.715968300 45.457664500 -73.741391400 0
CYUL 10 45.462673600 -73.765956400 45.463477700 -73.738603700 0
CYUL 28 45.463477700 -73.738603700 45.462673600 -73.765956400 0
CYUY 08 48.201709000 -78.849424200 48.210730800 -78.821791400 0
CYUY 26 48.210730800 -78.821791400 48.201709000 -78.849424200 0
CYVO 18 48.066760100 -77.786557500 48.039822200 -77.778833400 0
CYVO 36 48.039822200 -77.778833400 48.066760100 -77.786557500 0
CYVR 08R 49.189771700 -123.204958600 49.184701600 -123.160515000 0
CYVR 26L 49.184701600 -123.160515000 49.189771700 -123.204958600 0
CYVR 13 49.199929800 -123.200913400 49.184164700 -123.182025700 0
CYVR 31 49.184164700 -123.182025700 49.199929800 -123.200913400 0
CYVR 08L 49.205214100 -123.201118700 49.200684600 -123.161417400 0
CYVR 26R 49.200684600 -123.161417400 49.205214100 -123.201118700 120
CYWH 18 49.924952800 -97.234944200 49.895112900 -97.241865600 0
CYWH 36 49.895112900 -97.241865600 49.924952800 -97.234944200 0
CYWH 13 49.913040000 -97.252325600 49.895176200 -97.227843300 0
CYWH 31 49.895176200 -97.227843300 49.913040000 -97.252325600 0
CYWL 12 52.190063200 -122.065606200 52.176766500 -122.043015100 0
CYWL 30 52.176766500 -122.043015100 52.190063200 -122.065606200 0
CYXC 16 49.623088200 -115.782338200 49.601146700 -115.781841700 238
CYXC 34 49.601146700 -115.781841700 49.623088200 -115.782338200 0
CYXE 09 52.178521900 -106.718080600 52.174184800 -106.681804000 0
CYXE 27 52.174184800 -106.681804000 52.178521900 -106.718080600 0
CYXE 15 52.178984700 -106.705682700 52.162908500 -106.696698600 0
CYXE 33 52.162908500 -106.696698600 52.178984700 -106.705682700 0
CYXJ 12 56.245117900 -120.753930900 56.231703800 -120.729842400 0
CYXJ 30 56.231703800 -120.729842400 56.245117900 -120.753930900 0
CYXJ 03 56.232092600 -120.750077900 56.245087000 -120.726706700 0
CYXJ 21 56.245087000 -120.726706700 56.232092600 -120.750077900 60
CYXS 15 53.899509700 -122.670808300 53.868575100 -122.662119800 0
CYXS 33 53.868575100 -122.662119800 53.899509700 -122.670808300 152
CYXS 06 53.885767100 -122.693015700 53.888283900 -122.667296000 0
CYXS 24 53.888283900 -122.667296000 53.885767100 -122.693015700 123
CYXS 01 53.885767600 -122.678031200 53.894656300 -122.669093500 303
CYXS 19 53.894656300 -122.669093500 53.885767600 -122.678031200 117
CYXT 15 54.478711900 -128.590463000 54.458382700 -128.585491300 0
CYXT 33 54.458382700 -128.585491300 54.478711900 -128.590463000 0
CYXT 03 54.458545000 -128.586285700 54.467588300 -128.566466900 0
CYXT 21 54.467588300 -128.566466900 54.458545000 -128.586285700 0
CYXU 15 43.042123300 -81.159819500 43.023961700 -81.138071600 0
CYXU 33 43.023961700 -81.138071600 43.042123300 -81.159819500 0
CYXU 09 43.038006200 -81.163947500 43.041293500 -81.140808400 0
CYXU 27 43.041293500 -81.140808400 43.038006200 -81.163947500 0
CYXX 07 49.019117600 -122.379973100 49.021067800 -122.339942300 0
CYXX 25 49.021067800 -122.339942300 49.019117600 -122.379973100 90
CYXX 01 49.018748900 -122.378777700 49.031916400 -122.369108000 0
CYXX 19 49.031916400 -122.369108000 49.018748900 -122.378777700 0
CYXY 14R 60.721726400 -135.076778100 60.697359100 -135.057981200 259
CYXY 32L 60.697359100 -135.057981200 60.721726400 -135.076778100 427
CYXY 14L 60.718495700 -135.070478400 60.704856700 -135.059921200 0
CYXY 32R 60.704856700 -135.059921200 60.718495700 -135.070478400 396
CYXY 02 60.711979700 -135.071816900 60.716062600 -135.066161600 0
CYXY 20 60.716062600 -135.066161600 60.711979700 -135.071816900 0
CYYB 08 46.357410000 -79.442279000 46.368830300 -79.406255300 0
CYYB 26 46.368830300 -79.406255300 46.357410000 -79.442279000 0
CYYB 18 46.370275900 -79.426981500 46.358231000 -79.423112000 0
CYYB 36 46.358231000 -79.423112000 46.370275900 -79.426981500 0
CYYB 13 46.370045000 -79.426418300 46.363537700 -79.408077800 0
CYYB 31 46.363537700 -79.408077800 46.370045000 -79.426418300 0
CYYC 17L 51.148605000 -113.990321100 51.110203700 -113.990321100 0
CYYC 35R 51.110203700 -113.990321100 51.148605000 -113.990321100 0
CYYC 17R 51.131387000 -114.021338200 51.096619200 -114.021338200 0
CYYC 35L 51.096619200 -114.021338200 51.131387000 -114.021338200 0
CYYC 11 51.126718900 -114.036413300 51.115715300 -114.006165900 0
CYYC 29 51.115715300 -114.006165900 51.126718900 -114.036413300 0
CYYC 08 51.104071300 -114.030499900 51.104053500 -114.003415600 0
CYYC 26 51.104053500 -114.003415600 51.104071300 -114.030499900 0
CYYD 15 54.835861200 -127.185894600 54.814908300 -127.179858100 113
CYYD 33 54.814908300 -127.179858100 54.835861200 -127.185894600 113
CYYG 03 46.279663800 -63.127374700 46.298623100 -63.123091000 0
CYYG 21 46.298623100 -63.123091000 46.279663800 -63.127374700 0
CYYG 10 46.293890800 -63.128996600 46.297569600 -63.101840600 0
CYYG 28 46.297569600 -63.101840600 46.293890800 -63.128996600 0
CYYJ 09 48.651855000 -123.439622500 48.646566500 -123.411852900 0
CYYJ 27 48.646566500 -123.411852900 48.651855000 -123.439622500 0
CYYJ 14 48.653190300 -123.433911400 48.641094100 -123.424245800 130
CYYJ 32 48.641094100 -123.424245800 48.653190300 -123.433911400 0
CYYJ 03 48.642398200 -123.435416500 48.652292600 -123.420953700 431
CYYJ 21 48.652292600 -123.420953700 48.642398200 -123.435416500 268
CYYQ 15 58.745664500 -94.077721400 58.723330400 -94.055439500 0
CYYQ 33 58.723330400 -94.055439500 58.745664500 -94.077721400 0
CYYQ 07 58.751372400 -94.075035800 58.754799800 -94.054940200 0
CYYQ 25 58.754799800 -94.054940200 58.751372400 -94.075035800 0
CYYR 08 53.304103600 -60.447455000 53.321333700 -60.405973000 0
CYYR 26 53.321333700 -60.405973000 53.304103600 -60.447455000 0
CYYR 16 53.334024800 -60.435987100 53.316094400 -60.403844400 0
CYYR 34 53.316094400 -60.403844400 53.334024800 -60.435987100 0
CYYT 02 47.611650900 -52.738012600 47.625412300 -52.739368900 0
CYYT 20 47.625412300 -52.739368900 47.611650900 -52.738012600 0
CYYT 16 47.625858800 -52.751811900 47.611307900 -52.733195400 0
CYYT 34 47.611307900 -52.733195400 47.625858800 -52.751811900 0
CYYT 11 47.623615400 -52.771584100 47.625285400 -52.737071900 0
CYYT 29 47.625285400 -52.737071900 47.623615400 -52.771584100 0
CYYZ 15L 43.692817700 -79.643309500 43.670805700 -79.614549400 0
CYYZ 33R 43.670805700 -79.614549400 43.692817700 -79.643309500 0
CYYZ 15R 43.686057900 -79.652705700 43.667972800 -79.629078800 179
CYYZ 33L 43.667972800 -79.629078800 43.686057900 -79.652705700 179
CYYZ 05 43.674141000 -79.664055900 43.695148300 -79.633596000 40
CYYZ 23 43.695148300 -79.633596000 43.674141000 -79.664055900 148
CYYZ 06R 43.658306000 -79.621940300 43.675301100 -79.597230900 0
CYYZ 24L 43.675301100 -79.597230900 43.658306000 -79.621940300 0
CYYZ 06L 43.661060200 -79.623433300 43.679360800 -79.596818900 0
CYYZ 24R 43.679360800 -79.596818900 43.661060200 -79.623433300 60
CYZD 15 43.750168500 -79.473788400 43.735120800 -79.457306400 0
CYZD 33 43.735120800 -79.457306400 43.750168500 -79.473788400 0
CYZF 16 62.473289300 -114.443983100 62.452792500 -114.440860500 0
CYZF 34 62.452792500 -114.440860500 62.473289300 -114.443983100 0
CYZF 10 62.471161400 -114.453737800 62.465168400 -114.427180300 0
CYZF 28 62.465168400 -114.427180300 62.471161400 -114.453737800 0
CYZX 12 44.983492600 -64.932235500 44.977612400 -64.902440400 0
CYZX 30 44.977612400 -64.902440400 44.983492600 -64.932235500 0
CYZX 08 44.981507500 -64.932646600 44.990997000 -64.904766600 0
CYZX 26 44.990997000 -64.904766600 44.981507500 -64.932646600 0
CZPC 07 49.520440000 -114.010987400 49.520440400 -113.983207400 123
CZPC 25 49.520440400 -113.983207400 49.520440000 -114.010987400 366
KBRG 03 34.638763200 -106.841466900 34.651598100 -106.825943200 0
KBRG 21 34.651598100 -106.825943200 34.638763200 -106.841466900 0
KBRG 13 34.651848000 -106.845859000 34.641581000 -106.833439000 0
KBRG 31 34.641581000 -106.833439000 34.651848000 -106.845859000 0
EGYP 10 -51.817756000 -58.475042000 -51.823892000 -58.438814000 0
EGYP 28 -51.823892000 -58.438814000 -51.817756000 -58.475042000 0
EGYP 05 -51.824347000 -58.449819000 -51.816539000 -58.431644000 0
EGYP 23 -51.816539000 -58.431644000 -51.824347000 -58.449819000 0
KPCD 02 37.859498000 -89.865736900 37.877848800 -89.858545500 159
KPCD 20 37.877848800 -89.858545500 37.859498000 -89.865736900 0
KABE 06 40.646973500 -75.450646500 40.660045500 -75.429246400 0
KABE 24 40.660045500 -75.429246400 40.646973500 -75.450646500 152
KABE 13 40.655192000 -75.449756000 40.646528000 -75.432236000 0
KABE 31 40.646528000 -75.432236000 40.655192000 -75.449756000 0
KABI 17L 32.408525300 -99.674760700 32.388740400 -99.674673900 0
KABI 35R 32.388740400 -99.674673900 32.408525300 -99.674760700 0
KABI 17R 32.428081000 -99.684919000 32.408289000 -99.684819000 0
KABI 35L 32.408289000 -99.684819000 32.428081000 -99.684919000 0
KABI 04 32.419592200 -99.694850500 32.425785100 -99.685403500 0
KABI 22 32.425785100 -99.685403500 32.419592200 -99.694850500 0
KABQ 08 35.044352800 -106.621592200 35.044063200 -106.575524900 305
KABQ 26 35.044063200 -106.575524900 35.044352800 -106.621592200 0
KABQ 03 35.022247900 -106.630605600 35.041741700 -106.607072700 0
KABQ 21 35.041741700 -106.607072700 35.022247900 -106.630605600 0
KABQ 12 35.043532700 -106.620753400 35.033193700 -106.605147300 0
KABQ 30 35.033193700 -106.605147300 35.043532700 -106.620753400 0
KABR 13 45.455244800 -98.428023400 45.441850900 -98.409034400 0
KABR 31 45.441850900 -98.409034400 45.455244800 -98.428023400 0
KABR 17 45.452166700 -98.427333300 45.437000000 -98.427333300 0
KABR 35 45.437000000 -98.427333300 45.452166700 -98.427333300 0
KABY 05 31.529604500 -84.199726400 31.543068500 -84.185523300 0
KABY 23 31.543068500 -84.185523300 31.529604500 -84.199726400 0
KABY 17 31.541300800 -84.199462800 31.527665400 -84.194227200 0
KABY 35 31.527665400 -84.194227200 31.541300800 -84.199462800 0
KACT 01 31.603530900 -97.229958200 31.622475700 -97.224346000 32
KACT 19 31.622475700 -97.224346000 31.603530900 -97.229958200 0
KACT 14 31.617085900 -97.238911500 31.605041100 -97.230530100 0
KACT 32 31.605041100 -97.230530100 31.617085900 -97.238911500 0
KACY 13 39.464261000 -74.591014000 39.451372000 -74.559747000 0
KACY 31 39.451372000 -74.559747000 39.464261000 -74.591014000 0
KACY 04 39.449736000 -74.585161000 39.464631000 -74.574947000 0
KACY 22 39.464631000 -74.574947000 39.449736000 -74.585161000 0
KADM 13 34.314777800 -97.029278300 34.297124400 -97.008328100 0
KADM 31 34.297124400 -97.008328100 34.314777800 -97.029278300 0
KADM 17 34.307857300 -97.023552700 34.293039400 -97.023687800 0
KADM 35 34.293039400 -97.023687800 34.307857300 -97.023552700 122
KADS 15 32.977841000 -96.840513000 32.959268000 -96.832394000 298
KADS 33 32.959268000 -96.832394000 32.977841000 -96.840513000 235
KADW 01R 38.797750200 -76.863579700 38.824531200 -76.863657500 0
KADW 19L 38.824531200 -76.863657500 38.797750200 -76.863579700 0
KADW 01L 38.795000900 -76.870582600 38.826025000 -76.870682400 304
KADW 19R 38.826025000 -76.870682400 38.795000900 -76.870582600 304
KAEG 04 35.138749300 -106.809180100 35.152820700 -106.791328800 0
KAEG 22 35.152820700 -106.791328800 35.138749300 -106.809180100 0
KAEG 17 35.152603000 -106.788887000 35.136142000 -106.788870000 0
KAEG 35 35.136142000 -106.788870000 35.152603000 -106.788887000 0
KAEJ 15 38.824956000 -106.125420000 38.803425000 -106.115860000 0
KAEJ 33 38.803425000 -106.115860000 38.824956000 -106.125420000 0
KAEX 14 31.337878000 -92.559228000 31.317086000 -92.541612900 0
KAEX 32 31.317086000 -92.541612900 31.337878000 -92.559228000 0
KAEX 18 31.336731000 -92.544319000 31.317719000 -92.547819000 0
KAEX 36 31.317719000 -92.547819000 31.336731000 -92.544319000 0
KAFO 16 42.718393400 -110.942140800 42.699124100 -110.942232400 0
KAFO 34 42.699124100 -110.942232400 42.718393400 -110.942140800 0
KAFW 16L 33.005464100 -97.321510700 32.975639900 -97.315445200 0
KAFW 34R 32.975639900 -97.315445200 33.005464100 -97.321510700 0
KAFW 16R 33.005176100 -97.323432900 32.975329000 -97.317366200 0
KAFW 34L 32.975329000 -97.317366200 33.005176100 -97.323432900 184
KAGR 05 27.640873000 -81.351162400 27.654858800 -81.332073300 0
KAGR 23 27.654858800 -81.332073300 27.640873000 -81.351162400 0
KAGS 17 33.382447600 -81.970842900 33.360853100 -81.965482700 0
KAGS 35 33.360853100 -81.965482700 33.382447600 -81.970842900 0
KAGS 08 33.366036200 -81.969224600 33.369402100 -81.949974700 0
KAGS 26 33.369402100 -81.949974700 33.366036200 -81.969224600 0
KAHC 09 40.268060700 -120.168349700 40.263755000 -120.132873000 0
KAHC 27 40.263755000 -120.132873000 40.268060700 -120.168349700 0
KAIA 12 42.060000100 -102.818593800 42.042362900 -102.794355600 0
KAIA 30 42.042362900 -102.794355600 42.060000100 -102.818593800 0
KAIA 17 42.059411500 -102.795102900 42.042096500 -102.794826100 0
KAIA 35 42.042096500 -102.794826100 42.059411500 -102.795102900 0
KAIA 08 42.058670400 -102.820112100 42.058874300 -102.797311000 0
KAIA 26 42.058874300 -102.797311000 42.058670400 -102.820112100 0
KAKO 11 40.180354600 -103.232977500 40.170923000 -103.211104200 0
KAKO 29 40.170923000 -103.211104200 40.180354600 -103.232977500 0
KALB 01 42.737167000 -73.804256900 42.760471000 -73.805265000 0
KALB 19 42.760471000 -73.805265000 42.737167000 -73.804256900 0
KALB 10 42.749123200 -73.812118400 42.749805500 -73.785239700 0
KALB 28 42.749805500 -73.785239700 42.749123200 -73.812118400 363
KALM 04 32.828965800 -106.003846800 32.846679200 -105.982445800 0
KALM 22 32.846679200 -105.982445800 32.828965800 -106.003846800 0
KALM 17 32.848417000 -105.986028100 32.839519000 -105.984899900 0
KALM 35 32.839519000 -105.984899900 32.848417000 -105.986028100 0
KALN 17 38.897640200 -90.052407200 38.879929700 -90.049766100 0
KALN 35 38.879929700 -90.049766100 38.897640200 -90.052407200 0
KALN 11 38.895254400 -90.054999700 38.886417600 -90.028813000 0
KALN 29 38.886417600 -90.028813000 38.895254400 -90.054999700 0
KALO 12 42.566049000 -92.411986700 42.551901000 -92.387302100 0
KALO 30 42.551901000 -92.387302100 42.566049000 -92.411986700 0
KALO 18 42.565869000 -92.401475000 42.549553000 -92.404494000 0
KALO 36 42.549553000 -92.404494000 42.565869000 -92.401475000 0
KALO 06 42.550643500 -92.407805300 42.556259100 -92.389198900 0
KALO 24 42.556259100 -92.389198900 42.550643500 -92.407805300 0
KALS 02 37.425183000 -105.875607000 37.445047400 -105.860160900 0
