ARPTDB 1.000000
KOKC 35.392601175 -97.602259775 1291 18000 18000
KOLS 31.417718000 -110.847894500 3955 18000 18000
KOLU 41.448591850 -97.340036675 1446 18000 18000
KOMA 41.303150500 -95.893999933 983 18000 18000
KONT 34.055924375 -117.601004300 942 18000 18000
KOPF 25.906087000 -80.278378433 6 18000 18000
KOQU 41.596205150 -71.411425375 18 18000 18000
KORD 41.977273375 -87.907869725 666 18000 18000
KORF 36.894197175 -76.202210025 21 18000 18000
KORH 42.267227000 -71.875167000 1006 18000 18000
KOSC 44.451537200 -83.394146750 631 18000 18000
KOWB 37.739110925 -87.166695550 402 18000 18000
KPAE 47.905656325 -122.278615900 604 18000 18000
KPAM 30.069527500 -85.575525550 18 18000 18000
KPBG 44.650937500 -73.468116000 229 18000 18000
KPBI 26.682864750 -80.096997350 19 18000 18000
KPDX 45.588670483 -122.598150383 20 18000 18000
KPGD 26.919780333 -81.991860217 20 18000 18000
